verse	token	lemma	pos
1JOHN 2.15	'[''μὴ'', ''ἀγαπᾶτε'', ''τὸν'', ''κόσμον'', ''μηδὲ'', ''τὰ'', ''ἐν'', ''τῷ'', ''κόσμῳ'', ''ἐάν'', ''τις'', ''ἀγαπᾷ'', ''τὸν'', ''κόσμον'', ''οὐκ'', ''ἔστιν'', ''ἡ'', ''ἀγάπη'', ''τοῦ'', ''πατρὸς'', ''ἐν'', ''αὐτῷ'']'	'[''μή'', ''ἀγαπάω'', ''ὁ'', ''κόσμος'', ''μηδέ'', ''ὁ'', ''ἐν'', ''ὁ'', ''κόσμος'', ''ἐάν'', ''τίς'', ''ἀγαπάω'', ''ὁ'', ''κόσμος'', ''οὐ'', ''εἰμί'', ''ὁ'', ''ἀγάπη'', ''ὁ'', ''πατήρ'', ''ἐν'', ''αὐτός'']'	'[''ADV'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''PREP'', ''DET'', ''NOUN'', ''CON'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''PREP'', ''PRON'']'
1JOHN 2.16	'[''ὅτι'', ''πᾶν'', ''τὸ'', ''ἐν'', ''τῷ'', ''κόσμῳ'', ''ἡ'', ''ἐπιθυμία'', ''τῆς'', ''σαρκὸς'', ''καὶ'', ''ἡ'', ''ἐπιθυμία'', ''τῶν'', ''ὀφθαλμῶν'', ''καὶ'', ''ἡ'', ''ἀλαζονεία'', ''τοῦ'', ''βίου'', ''οὐκ'', ''ἔστιν'', ''ἐκ'', ''τοῦ'', ''πατρός'', ''ἀλλὰ'', ''ἐκ'', ''τοῦ'', ''κόσμου'', ''ἐστίν'']'	'[''ὅτι'', ''πᾶς'', ''ὁ'', ''ἐν'', ''ὁ'', ''κόσμος'', ''ὁ'', ''ἐπιθυμία'', ''ὁ'', ''σάρξ'', ''καί'', ''ὁ'', ''ἐπιθυμία'', ''ὁ'', ''ὀφθαλμός'', ''καί'', ''ὁ'', ''ἀλαζονεία'', ''ὁ'', ''βίος'', ''οὐ'', ''εἰμί'', ''ἐκ'', ''ὁ'', ''πατήρ'', ''ἀλλά'', ''ἐκ'', ''ὁ'', ''κόσμος'', ''εἰμί'']'	'[''ADV'', ''DET'', ''DET'', ''PREP'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''CON'', ''PREP'', ''DET'', ''NOUN'', ''VERB'']'
1JOHN 2.17	'[''καὶ'', ''ὁ'', ''κόσμος'', ''παράγεται'', ''καὶ'', ''ἡ'', ''ἐπιθυμία'', ''αὐτοῦ'', ''ὁ'', ''δὲ'', ''ποιῶν'', ''τὸ'', ''θέλημα'', ''τοῦ'', ''θεοῦ'', ''μένει'', ''εἰς'', ''τὸν'', ''αἰῶνα'']'	'[''καί'', ''ὁ'', ''κόσμος'', ''παράγω'', ''καί'', ''ὁ'', ''ἐπιθυμία'', ''αὐτός'', ''ὁ'', ''δέ'', ''ποιέω'', ''ὁ'', ''θέλημα'', ''ὁ'', ''θεός'', ''μένω'', ''εἰς'', ''ὁ'', ''αἰών'']'	'[''CON'', ''DET'', ''NOUN'', ''VERB'', ''CON'', ''DET'', ''NOUN'', ''PRON'', ''DET'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''NOUN'']'
1JOHN 2.18	'[''παιδία'', ''ἐσχάτη'', ''ὥρα'', ''ἐστίν'', ''καὶ'', ''καθὼς'', ''ἠκούσατε'', ''ὅτι'', ''ἀντίχριστος'', ''ἔρχεται'', ''καὶ'', ''νῦν'', ''ἀντίχριστοι'', ''πολλοὶ'', ''γεγόνασιν'', ''ὅθεν'', ''γινώσκομεν'', ''ὅτι'', ''ἐσχάτη'', ''ὥρα'', ''ἐστίν'']'	'[''παιδίον'', ''ἔσχατος'', ''ὁράω'', ''εἰμί'', ''καί'', ''καθώς'', ''ἀκούω'', ''ὅτι'', ''ἀντίχριστος'', ''ἔρχομαι'', ''καί'', ''νῦν'', ''ἀντίχριστος'', ''πολύς'', ''γίγνομαι'', ''ὅθεν'', ''γιγνώσκω'', ''ὅτι'', ''ἔσχατος'', ''ὁράω'', ''εἰμί'']'	'[''NOUN'', ''ADJ'', ''NOUN'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''CON'', ''ADJ'', ''VERB'', ''CON'', ''ADV'', ''NOUN'', ''ADJ'', ''VERB'', ''ADV'', ''VERB'', ''CON'', ''ADJ'', ''NOUN'', ''VERB'']'
1JOHN 2.19	'[''ἐξ'', ''ἡμῶν'', ''ἐξῆλθαν'', ''ἀλλ'', ''οὐκ'', ''ἦσαν'', ''ἐξ'', ''ἡμῶν'', ''εἰ'', ''γὰρ'', ''ἐξ'', ''ἡμῶν'', ''ἦσαν'', ''μεμενήκεισαν'', ''ἂν'', ''μεθ'', ''ἡμῶν'', ''ἀλλ'', ''ἵνα'', ''φανερωθῶσιν'', ''ὅτι'', ''οὐκ'', ''εἰσὶν'', ''πάντες'', ''ἐξ'', ''ἡμῶν'']'	'[''ἐκ'', ''ἡμεῖς'', ''ἐξέρχομαι'', ''ἀλλά'', ''οὐ'', ''εἰμί'', ''ἐκ'', ''ἡμεῖς'', ''εἰ'', ''γάρ'', ''ἐκ'', ''ἡμεῖς'', ''εἰμί'', ''μεμενήκεισαν'', ''ἄν'', ''μετά'', ''ἡμεῖς'', ''ἀλλά'', ''ἵνα'', ''φανερωθάω'', ''ὅτι'', ''οὐ'', ''εἰμί'', ''πᾶς'', ''ἐκ'', ''ἡμεῖς'']'	'[''PREP'', ''PRON'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''PREP'', ''PRON'', ''CON'', ''ADV'', ''PREP'', ''PRON'', ''VERB'', ''VERB'', ''ADV'', ''PREP'', ''PRON'', ''CON'', ''CON'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''ADJ'', ''PREP'', ''PRON'']'
1JOHN 2.20	'[''καὶ'', ''ὑμεῖς'', ''χρῖσμα'', ''ἔχετε'', ''ἀπὸ'', ''τοῦ'', ''ἁγίου'', ''καὶ'', ''οἴδατε'', ''πάντες'']'	'[''καί'', ''ὑμεῖς'', ''χρῖσμα'', ''ἔχω'', ''ἀπό'', ''ὁ'', ''ἅγιος'', ''καί'', ''οἶδα'', ''πᾶς'']'	'[''ADV'', ''PRON'', ''NOUN'', ''VERB'', ''PREP'', ''DET'', ''ADJ'', ''CON'', ''VERB'', ''ADJ'']'
1JOHN 2.21	'[''οὐκ'', ''ἔγραψα'', ''ὑμῖν'', ''ὅτι'', ''οὐκ'', ''οἴδατε'', ''τὴν'', ''ἀλήθειαν'', ''ἀλλ'', ''ὅτι'', ''οἴδατε'', ''αὐτήν'', ''καὶ'', ''ὅτι'', ''πᾶν'', ''ψεῦδος'', ''ἐκ'', ''τῆς'', ''ἀληθείας'', ''οὐκ'', ''ἔστιν'']'	'[''οὐ'', ''γράφω'', ''ὑμεῖς'', ''ὅτι'', ''οὐ'', ''οἶδα'', ''ὁ'', ''ἀλήθεια'', ''ἀλλά'', ''ὅτι'', ''οἶδα'', ''αὐτός'', ''καί'', ''ὅτι'', ''πᾶς'', ''ψεῦδος'', ''ἐκ'', ''ὁ'', ''ἀλήθεια'', ''οὐ'', ''εἰμί'']'	'[''ADV'', ''VERB'', ''PRON'', ''CON'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''CON'', ''VERB'', ''PRON'', ''CON'', ''CON'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''ADV'', ''VERB'']'
1JOHN 2.22	'[''τίς'', ''ἐστιν'', ''ὁ'', ''ψεύστης'', ''εἰ'', ''μὴ'', ''ὁ'', ''ἀρνούμενος'', ''ὅτι'', ''ἰησοῦς'', ''οὐκ'', ''ἔστιν'', ''ὁ'', ''χριστός'', ''οὗτός'', ''ἐστιν'', ''ὁ'', ''ἀντίχριστος'', ''ὁ'', ''ἀρνούμενος'', ''τὸν'', ''πατέρα'', ''καὶ'', ''τὸν'', ''υἱόν'']'	'[''τίς'', ''εἰμί'', ''ὁ'', ''ψεύστης'', ''εἰ'', ''μή'', ''ὁ'', ''ἀρνέομαι'', ''ὅτι'', ''ἰησοῦς'', ''οὐ'', ''εἰμί'', ''ὁ'', ''χριστός'', ''οὗτος'', ''εἰμί'', ''ὁ'', ''ἀντίχριστος'', ''ὁ'', ''ἀρνέομαι'', ''ὁ'', ''πατήρ'', ''καί'', ''ὁ'', ''υἱός'']'	'[''PRON'', ''VERB'', ''DET'', ''NOUN'', ''ADV'', ''ADV'', ''DET'', ''VERB'', ''CON'', ''PROPN'', ''ADV'', ''VERB'', ''DET'', ''PROPN'', ''ADJ'', ''VERB'', ''DET'', ''ADJ'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'']'
1JOHN 2.23	'[''πᾶς'', ''ὁ'', ''ἀρνούμενος'', ''τὸν'', ''υἱὸν'', ''οὐδὲ'', ''τὸν'', ''πατέρα'', ''ἔχει'', ''ὁ'', ''ὁμολογῶν'', ''τὸν'', ''υἱὸν'', ''καὶ'', ''τὸν'', ''πατέρα'', ''ἔχει'']'	'[''πᾶς'', ''ὁ'', ''ἀρνέομαι'', ''ὁ'', ''υἱός'', ''οὐδέ'', ''ὁ'', ''πατήρ'', ''ἔχω'', ''ὁ'', ''ὁμολογέω'', ''ὁ'', ''υἱός'', ''καί'', ''ὁ'', ''πατήρ'', ''ἔχω'']'	'[''DET'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''VERB'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''VERB'']'
1JOHN 2.24	'[''ὑμεῖς'', ''ὃ'', ''ἠκούσατε'', ''ἀπ'', ''ἀρχῆς'', ''ἐν'', ''ὑμῖν'', ''μενέτω'', ''ἐὰν'', ''ἐν'', ''ὑμῖν'', ''μείνῃ'', ''ὃ'', ''ἀπ'', ''ἀρχῆς'', ''ἠκούσατε'', ''καὶ'', ''ὑμεῖς'', ''ἐν'', ''τῷ'', ''υἱῷ'', ''καὶ'', ''ἐν'', ''τῷ'', ''πατρὶ'', ''μενεῖτε'']'	'[''ὑμεῖς'', ''ὁ'', ''ἀκούω'', ''ἀπό'', ''ἀρχή'', ''ἐν'', ''ὑμεῖς'', ''μένω'', ''ἐάν'', ''ἐν'', ''ὑμεῖς'', ''μένω'', ''ὁ'', ''ἀπό'', ''ἀρχή'', ''ἀκούω'', ''καί'', ''ὑμεῖς'', ''ἐν'', ''ὁ'', ''υἱός'', ''καί'', ''ἐν'', ''ὁ'', ''πατήρ'', ''μένω'']'	'[''PRON'', ''PRON'', ''VERB'', ''PREP'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'', ''CON'', ''PREP'', ''PRON'', ''VERB'', ''PRON'', ''PREP'', ''NOUN'', ''VERB'', ''CON'', ''PRON'', ''PREP'', ''DET'', ''NOUN'', ''CON'', ''PREP'', ''DET'', ''NOUN'', ''VERB'']'
1JOHN 2.25	'[''καὶ'', ''αὕτη'', ''ἐστὶν'', ''ἡ'', ''ἐπαγγελία'', ''ἣν'', ''αὐτὸς'', ''ἐπηγγείλατο'', ''ἡμῖν'', ''τὴν'', ''ζωὴν'', ''τὴν'', ''αἰώνιον'']'	'[''καί'', ''οὗτος'', ''εἰμί'', ''ὁ'', ''ἐπαγγελία'', ''ὅς'', ''αὐτός'', ''ἐπαγγέλλομαι'', ''ἡμεῖς'', ''ὁ'', ''ζωή'', ''ὁ'', ''αἰώνιος'']'	'[''CON'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''PRON'', ''PRON'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''DET'', ''ADJ'']'
1JOHN 2.26	'[''ταῦτα'', ''ἔγραψα'', ''ὑμῖν'', ''περὶ'', ''τῶν'', ''πλανώντων'', ''ὑμᾶς'']'	'[''οὗτος'', ''γράφω'', ''ὑμεῖς'', ''περί'', ''ὁ'', ''πλανάω'', ''ὑμεῖς'']'	'[''ADJ'', ''VERB'', ''PRON'', ''PREP'', ''DET'', ''VERB'', ''PRON'']'
1JOHN 2.27	'[''καὶ'', ''ὑμεῖς'', ''τὸ'', ''χρῖσμα'', ''ὃ'', ''ἐλάβετε'', ''ἀπ'', ''αὐτοῦ'', ''μένει'', ''ἐν'', ''ὑμῖν'', ''καὶ'', ''οὐ'', ''χρείαν'', ''ἔχετε'', ''ἵνα'', ''τις'', ''διδάσκῃ'', ''ὑμᾶς'', ''ἀλλ'', ''ὡς'', ''τὸ'', ''αὐτοῦ'', ''χρῖσμα'', ''διδάσκει'', ''ὑμᾶς'', ''περὶ'', ''πάντων'', ''καὶ'', ''ἀληθές'', ''ἐστιν'', ''καὶ'', ''οὐκ'', ''ἔστιν'', ''ψεῦδος'', ''καὶ'', ''καθὼς'', ''ἐδίδαξεν'', ''ὑμᾶς'', ''μένετε'', ''ἐν'', ''αὐτῷ'']'	'[''καί'', ''ὑμεῖς'', ''ὁ'', ''χρῖσμα'', ''ὁ'', ''λαμβάνω'', ''ἀπό'', ''αὐτός'', ''μένω'', ''ἐν'', ''ὑμεῖς'', ''καί'', ''οὐ'', ''χρεία'', ''ἔχω'', ''ἵνα'', ''τίς'', ''διδάσκω'', ''ὑμεῖς'', ''ἀλλά'', ''ὡς'', ''ὁ'', ''αὐτός'', ''χρῖσμα'', ''διδάσκω'', ''ὑμεῖς'', ''περί'', ''πᾶς'', ''καί'', ''ἀληθής'', ''εἰμί'', ''καί'', ''οὐ'', ''εἰμί'', ''ψεῦδος'', ''καί'', ''καθώς'', ''διδάσκω'', ''ὑμεῖς'', ''μένω'', ''ἐν'', ''αὐτός'']'	'[''CON'', ''PRON'', ''DET'', ''NOUN'', ''PRON'', ''VERB'', ''PREP'', ''PRON'', ''VERB'', ''PREP'', ''PRON'', ''CON'', ''ADV'', ''NOUN'', ''VERB'', ''CON'', ''ADJ'', ''VERB'', ''PRON'', ''CON'', ''ADV'', ''DET'', ''PRON'', ''NOUN'', ''VERB'', ''PRON'', ''PREP'', ''ADJ'', ''CON'', ''ADJ'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''NOUN'', ''CON'', ''ADV'', ''VERB'', ''PRON'', ''VERB'', ''PREP'', ''PRON'']'
1JOHN 2.28	'[''καὶ'', ''νῦν'', ''τεκνία'', ''μένετε'', ''ἐν'', ''αὐτῷ'', ''ἵνα'', ''ἐὰν'', ''φανερωθῇ'', ''σχῶμεν'', ''παρρησίαν'', ''καὶ'', ''μὴ'', ''αἰσχυνθῶμεν'', ''ἀπ'', ''αὐτοῦ'', ''ἐν'', ''τῇ'', ''παρουσίᾳ'', ''αὐτοῦ'']'	'[''καί'', ''νῦν'', ''τεκνίον'', ''μένω'', ''ἐν'', ''αὐτός'', ''ἵνα'', ''ἐάν'', ''φανερόω'', ''ἔχω'', ''παρρησία'', ''καί'', ''μή'', ''αἰσχύνω'', ''ἀπό'', ''αὐτός'', ''ἐν'', ''ὁ'', ''παρουσία'', ''αὐτός'']'	'[''CON'', ''ADV'', ''NOUN'', ''VERB'', ''PREP'', ''PRON'', ''CON'', ''CON'', ''VERB'', ''VERB'', ''NOUN'', ''CON'', ''ADV'', ''VERB'', ''PREP'', ''PRON'', ''PREP'', ''DET'', ''NOUN'', ''PRON'']'
1JOHN 2.29	'[''ἐὰν'', ''εἰδῆτε'', ''ὅτι'', ''δίκαιός'', ''ἐστιν'', ''γινώσκετε'', ''ὅτι'', ''πᾶς'', ''ὁ'', ''ποιῶν'', ''τὴν'', ''δικαιοσύνην'', ''ἐξ'', ''αὐτοῦ'', ''γεγέννηται'']'	'[''ἐάν'', ''οἶδα'', ''ὅτι'', ''δίκαιος'', ''εἰμί'', ''γιγνώσκω'', ''ὅτι'', ''πᾶς'', ''ὁ'', ''ποιέω'', ''ὁ'', ''δικαιοσύνη'', ''ἐκ'', ''αὐτός'', ''γεννάω'']'	'[''CON'', ''VERB'', ''CON'', ''ADJ'', ''VERB'', ''VERB'', ''CON'', ''DET'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''PREP'', ''PRON'', ''VERB'']'
1JOHN 3.1	'[''ἴδετε'', ''ποταπὴν'', ''ἀγάπην'', ''δέδωκεν'', ''ἡμῖν'', ''ὁ'', ''πατὴρ'', ''ἵνα'', ''τέκνα'', ''θεοῦ'', ''κληθῶμεν'', ''καὶ'', ''ἐσμέν'', ''διὰ'', ''τοῦτο'', ''ὁ'', ''κόσμος'', ''οὐ'', ''γινώσκει'', ''ἡμᾶς'', ''ὅτι'', ''οὐκ'', ''ἔγνω'', ''αὐτόν'']'	'[''ὁράω'', ''ποταπός'', ''ἀγάπη'', ''δίδωμι'', ''ἡμεῖς'', ''ὁ'', ''πατήρ'', ''ἵνα'', ''τέκνον'', ''θεός'', ''κληθάω'', ''καί'', ''εἰμί'', ''διά'', ''οὗτος'', ''ὁ'', ''κόσμος'', ''οὐ'', ''γιγνώσκω'', ''ἡμεῖς'', ''ὅτι'', ''οὐ'', ''γιγνώσκω'', ''αὐτός'']'	'[''VERB'', ''PRON'', ''NOUN'', ''VERB'', ''PRON'', ''DET'', ''NOUN'', ''CON'', ''NOUN'', ''NOUN'', ''VERB'', ''CON'', ''VERB'', ''PREP'', ''ADJ'', ''DET'', ''NOUN'', ''ADV'', ''VERB'', ''PRON'', ''CON'', ''ADV'', ''VERB'', ''PRON'']'
1JOHN 3.2	'[''ἀγαπητοί'', ''νῦν'', ''τέκνα'', ''θεοῦ'', ''ἐσμεν'', ''καὶ'', ''οὔπω'', ''ἐφανερώθη'', ''τί'', ''ἐσόμεθα'', ''οἴδαμεν'', ''ὅτι'', ''ἐὰν'', ''φανερωθῇ'', ''ὅμοιοι'', ''αὐτῷ'', ''ἐσόμεθα'', ''ὅτι'', ''ὀψόμεθα'', ''αὐτὸν'', ''καθώς'', ''ἐστιν'']'	'[''ἀγαπητός'', ''νῦν'', ''τέκνον'', ''θεός'', ''εἰμί'', ''καί'', ''οὔπω'', ''φανερόω'', ''τίς'', ''εἰμί'', ''οἶδα'', ''ὅτι'', ''ἐάν'', ''φανερόω'', ''ὅμοιος'', ''αὐτός'', ''εἰμί'', ''ὅτι'', ''ὁράω'', ''αὐτός'', ''καθώς'', ''εἰμί'']'	'[''ADJ'', ''ADV'', ''NOUN'', ''NOUN'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''PRON'', ''VERB'', ''VERB'', ''CON'', ''CON'', ''VERB'', ''ADJ'', ''PRON'', ''VERB'', ''CON'', ''VERB'', ''PRON'', ''ADV'', ''VERB'']'
1JOHN 3.3	'[''καὶ'', ''πᾶς'', ''ὁ'', ''ἔχων'', ''τὴν'', ''ἐλπίδα'', ''ταύτην'', ''ἐπ'', ''αὐτῷ'', ''ἁγνίζει'', ''ἑαυτὸν'', ''καθὼς'', ''ἐκεῖνος'', ''ἁγνός'', ''ἐστιν'']'	'[''καί'', ''πᾶς'', ''ὁ'', ''ἔχω'', ''ὁ'', ''ἐλπίς'', ''οὗτος'', ''ἐπ'', ''αὐτός'', ''ἁγνίζω'', ''ἑαυτοῦ'', ''καθώς'', ''ἐκεῖνος'', ''ἁγνος'', ''εἰμί'']'	'[''CON'', ''DET'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''PREP'', ''PRON'', ''VERB'', ''PRON'', ''ADV'', ''ADJ'', ''ADJ'', ''VERB'']'
1JOHN 3.4	'[''πᾶς'', ''ὁ'', ''ποιῶν'', ''τὴν'', ''ἁμαρτίαν'', ''καὶ'', ''τὴν'', ''ἀνομίαν'', ''ποιεῖ'', ''καὶ'', ''ἡ'', ''ἁμαρτία'', ''ἐστὶν'', ''ἡ'', ''ἀνομία'']'	'[''πᾶς'', ''ὁ'', ''ποιέω'', ''ὁ'', ''ἁμαρτία'', ''καί'', ''ὁ'', ''ἀνομία'', ''ποιέω'', ''καί'', ''ὁ'', ''ἁμαρτία'', ''εἰμί'', ''ὁ'', ''ἀνομία'']'	'[''DET'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''VERB'', ''CON'', ''DET'', ''NOUN'', ''VERB'', ''DET'', ''NOUN'']'
1JOHN 3.5	'[''καὶ'', ''οἴδατε'', ''ὅτι'', ''ἐκεῖνος'', ''ἐφανερώθη'', ''ἵνα'', ''τὰς'', ''ἁμαρτίας'', ''ἄρῃ'', ''καὶ'', ''ἁμαρτία'', ''ἐν'', ''αὐτῷ'', ''οὐκ'', ''ἔστιν'']'	'[''καί'', ''οἶδα'', ''ὅτι'', ''ἐκεῖνος'', ''φανερόω'', ''ἵνα'', ''ὁ'', ''ἁμαρτία'', ''ἀείρω'', ''καί'', ''ἁμαρτία'', ''ἐν'', ''αὐτός'', ''οὐ'', ''εἰμί'']'	'[''CON'', ''VERB'', ''CON'', ''ADJ'', ''VERB'', ''CON'', ''DET'', ''NOUN'', ''VERB'', ''CON'', ''NOUN'', ''PREP'', ''PRON'', ''ADV'', ''VERB'']'
1JOHN 3.6	'[''πᾶς'', ''ὁ'', ''ἐν'', ''αὐτῷ'', ''μένων'', ''οὐχ'', ''ἁμαρτάνει'', ''πᾶς'', ''ὁ'', ''ἁμαρτάνων'', ''οὐχ'', ''ἑώρακεν'', ''αὐτὸν'', ''οὐδὲ'', ''ἔγνωκεν'', ''αὐτόν'']'	'[''πᾶς'', ''ὁ'', ''ἐν'', ''αὐτός'', ''μένω'', ''οὐ'', ''ἁμαρτάνω'', ''πᾶς'', ''ὁ'', ''ἁμαρτάνω'', ''οὐ'', ''ὁράω'', ''αὐτός'', ''οὐδέ'', ''γιγνώσκω'', ''αὐτός'']'	'[''DET'', ''DET'', ''PREP'', ''PRON'', ''VERB'', ''ADV'', ''VERB'', ''DET'', ''DET'', ''VERB'', ''ADV'', ''VERB'', ''PRON'', ''CON'', ''VERB'', ''PRON'']'
1JOHN 3.7	'[''τεκνία'', ''μηδεὶς'', ''πλανάτω'', ''ὑμᾶς'', ''ὁ'', ''ποιῶν'', ''τὴν'', ''δικαιοσύνην'', ''δίκαιός'', ''ἐστιν'', ''καθὼς'', ''ἐκεῖνος'', ''δίκαιός'', ''ἐστιν'']'	'[''τεκνίον'', ''μηδείς'', ''πλανάω'', ''ὑμεῖς'', ''ὁ'', ''ποιέω'', ''ὁ'', ''δικαιοσύνη'', ''δίκαιος'', ''εἰμί'', ''καθώς'', ''ἐκεῖνος'', ''δίκαιος'', ''εἰμί'']'	'[''NOUN'', ''ADJ'', ''VERB'', ''PRON'', ''DET'', ''VERB'', ''DET'', ''NOUN'', ''ADJ'', ''VERB'', ''ADV'', ''ADJ'', ''ADJ'', ''VERB'']'
1JOHN 3.8	'[''ὁ'', ''ποιῶν'', ''τὴν'', ''ἁμαρτίαν'', ''ἐκ'', ''τοῦ'', ''διαβόλου'', ''ἐστίν'', ''ὅτι'', ''ἀπ'', ''ἀρχῆς'', ''ὁ'', ''διάβολος'', ''ἁμαρτάνει'', ''εἰς'', ''τοῦτο'', ''ἐφανερώθη'', ''ὁ'', ''υἱὸς'', ''τοῦ'', ''θεοῦ'', ''ἵνα'', ''λύσῃ'', ''τὰ'', ''ἔργα'', ''τοῦ'', ''διαβόλου'']'	'[''ὁ'', ''ποιέω'', ''ὁ'', ''ἁμαρτία'', ''ἐκ'', ''ὁ'', ''διάβολος'', ''εἰμί'', ''ὅτι'', ''ἀπό'', ''ἀρχή'', ''ὁ'', ''διάβολος'', ''ἁμαρτάνω'', ''εἰς'', ''οὗτος'', ''φανερόω'', ''ὁ'', ''υἱός'', ''ὁ'', ''θεός'', ''ἵνα'', ''λύω'', ''ὁ'', ''ἔργον'', ''ὁ'', ''διάβολος'']'	'[''DET'', ''VERB'', ''DET'', ''NOUN'', ''PREP'', ''DET'', ''NOUN'', ''VERB'', ''CON'', ''PREP'', ''NOUN'', ''DET'', ''NOUN'', ''VERB'', ''PREP'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'']'
1JOHN 3.9	'[''πᾶς'', ''ὁ'', ''γεγεννημένος'', ''ἐκ'', ''τοῦ'', ''θεοῦ'', ''ἁμαρτίαν'', ''οὐ'', ''ποιεῖ'', ''ὅτι'', ''σπέρμα'', ''αὐτοῦ'', ''ἐν'', ''αὐτῷ'', ''μένει'', ''καὶ'', ''οὐ'', ''δύναται'', ''ἁμαρτάνειν'', ''ὅτι'', ''ἐκ'', ''τοῦ'', ''θεοῦ'', ''γεγέννηται'']'	'[''πᾶς'', ''ὁ'', ''γεννάω'', ''ἐκ'', ''ὁ'', ''θεός'', ''ἁμαρτία'', ''οὐ'', ''ποιέω'', ''ὅτι'', ''σπέρμα'', ''αὐτός'', ''ἐν'', ''αὐτός'', ''μένω'', ''καί'', ''οὐ'', ''δύναμαι'', ''ἁμαρτάνω'', ''ὅτι'', ''ἐκ'', ''ὁ'', ''θεός'', ''γεννάω'']'	'[''DET'', ''DET'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''NOUN'', ''ADV'', ''VERB'', ''CON'', ''NOUN'', ''PRON'', ''PREP'', ''PRON'', ''VERB'', ''CON'', ''ADV'', ''VERB'', ''VERB'', ''CON'', ''PREP'', ''DET'', ''NOUN'', ''VERB'']'
1JOHN 3.10	'[''ἐν'', ''τούτῳ'', ''φανερά'', ''ἐστιν'', ''τὰ'', ''τέκνα'', ''τοῦ'', ''θεοῦ'', ''καὶ'', ''τὰ'', ''τέκνα'', ''τοῦ'', ''διαβόλου'', ''πᾶς'', ''ὁ'', ''μὴ'', ''ποιῶν'', ''δικαιοσύνην'', ''οὐκ'', ''ἔστιν'', ''ἐκ'', ''τοῦ'', ''θεοῦ'', ''καὶ'', ''ὁ'', ''μὴ'', ''ἀγαπῶν'', ''τὸν'', ''ἀδελφὸν'', ''αὐτοῦ'']'	'[''ἐν'', ''οὗτος'', ''φανερός'', ''εἰμί'', ''ὁ'', ''τέκνον'', ''ὁ'', ''θεός'', ''καί'', ''ὁ'', ''τέκνον'', ''ὁ'', ''διάβολος'', ''πᾶς'', ''ὁ'', ''μή'', ''ποιέω'', ''δικαιοσύνη'', ''οὐ'', ''εἰμί'', ''ἐκ'', ''ὁ'', ''θεός'', ''καί'', ''ὁ'', ''μή'', ''ἀγαπάω'', ''ὁ'', ''ἀδελφός'', ''αὐτός'']'	'[''PREP'', ''ADJ'', ''ADJ'', ''VERB'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''NOUN'', ''DET'', ''NOUN'', ''DET'', ''DET'', ''ADV'', ''VERB'', ''NOUN'', ''ADV'', ''VERB'', ''PREP'', ''DET'', ''NOUN'', ''CON'', ''DET'', ''ADV'', ''VERB'', ''DET'', ''NOUN'', ''PRON'']'
